species,longitude,latitude,eventDate,coordinateUncertaintyM,basisOfRecord,license
Pseudocheirus peregrinus,151.206876,-33.799442,2023-09-07,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.220282,-33.908286,2021-11-08,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.306195,-33.665679,2020-11-19,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,146.09768,-36.87886,2024-02-13,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,152.922192,-31.47718,2021-07-21,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,145.10943,-37.7932,2024-10-28,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.714306,-33.730961,2021-12-02,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.92417,-34.315714,2024-08-06,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.198967,-33.911948,2022-03-02,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,143.83305,-37.75599,2021-12-23,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.287313,-33.803677,2025-05-13,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.725499,-34.198453,2024-09-27,20.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.585063,-34.860655,2020-06-19,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.276936,-33.868533,2024-05-10,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.291723,-33.72124,2024-08-24,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.067973,-33.76315,2025-01-28,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.075589,-33.759682,2024-12-31,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,152.109579,-32.722798,2024-06-12,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.286129,-33.756034,2024-10-22,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.160528,-33.909618,2022-06-07,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.177558,-33.85987,2023-10-10,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.08557,-33.851401,2025-01-28,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.408899,-35.430933,2025-03-26,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.304747,-33.69127,2025-02-15,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,145.87181,-37.35187,2021-02-22,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.235785,-33.822731,2024-08-30,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.66474,-33.01379,2025-02-09,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,152.899458,-31.471037,2025-05-08,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.895209,-34.371711,2025-04-05,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.132063,-33.73558,2024-01-30,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.236591,-33.884914,2025-03-31,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.836401,-34.069737,2024-10-12,20.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.349041,-33.41396,2024-12-10,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.027497,-33.96264,2024-09-09,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,145.58205,-37.43376,2022-03-10,28.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,145.6096,-37.4079,2023-07-18,10.0,OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.093905,-33.970979,2025-03-04,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.065654,-33.959451,2023-08-27,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.306886,-33.52377,2021-12-09,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,153.357258,-29.412604,2024-11-18,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,145.45846,-38.05581,2025-10-08,265.0,OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.426005,-33.728106,2024-10-25,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.19405,-33.808501,2025-01-08,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.175238,-33.90141,2024-01-17,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,145.60462,-37.42057,2023-07-13,10.0,OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.304687,-33.668855,2025-04-02,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.106555,-33.712275,2022-12-05,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.254353,-33.909294,2024-03-20,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.208373,-33.79276,2024-04-23,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.182197,-33.851609,2024-06-12,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.624624,-33.518106,2024-08-11,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.03183,-33.800024,2024-10-28,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.28665,-33.679488,2024-06-07,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,153.630746,-28.640475,2023-05-23,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,145.27435,-38.1363,2020-06-24,10.0,OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.227819,-35.777132,2024-12-13,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.403283,-33.441854,2020-12-20,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.067827,-34.002702,2025-02-05,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.140143,-34.052759,2023-12-25,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.47049,-35.306473,2023-08-06,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.77616,-32.9331,2020-04-15,420.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,152.904618,-31.471524,2020-03-10,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.230162,-35.786284,2024-10-12,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.186118,-33.852231,2022-03-21,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,149.270489,-37.217568,2023-06-21,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.737026,-32.945687,2023-04-10,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.49078,-34.075331,2022-08-31,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.702578,-32.922745,2020-10-27,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.002289,-33.784598,2022-03-06,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.136261,-33.73371,2020-09-07,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.248318,-33.909268,2021-08-15,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,145.45541,-37.48773,2023-01-31,10.0,OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.158129,-33.817366,2024-01-28,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.236178,-33.827103,2020-03-19,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.16684,-33.812111,2024-08-25,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.191169,-33.81626,2024-02-08,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.614539,-33.762822,2024-07-24,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.321265,-33.595642,2022-09-10,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.708026,-33.716993,2024-10-30,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.555814,-33.681692,2022-12-28,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.325936,-33.701165,2024-02-06,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.680597,-35.079229,2021-10-21,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.543253,-33.225803,2023-08-23,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.08771,-33.82924,2020-02-10,566.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.970839,-33.757097,2022-10-23,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.239408,-33.821986,2021-08-23,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.228357,-33.833662,2024-05-21,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,142.4338,-37.20148,2024-04-19,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.050326,-33.856734,2023-12-31,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.456458,-33.270321,2020-10-22,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.215244,-33.831081,2023-06-18,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.043644,-33.968766,2022-10-20,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,144.26195,-37.44941,2022-11-16,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,148.76424,-37.58455,2020-11-26,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,149.943421,-37.357719,2021-04-27,50.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.065384,-33.766137,2022-02-01,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.294095,-33.743357,2024-11-05,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.767721,-34.935389,2020-12-09,20.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.197894,-33.801366,2024-02-27,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.178047,-33.79607,2025-05-27,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.217002,-33.839789,2024-04-06,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.04642,-34.050062,2023-01-10,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.909518,-33.76428,2024-10-11,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.163543,-33.882049,2025-02-20,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.166051,-33.861215,2021-09-08,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.572548,-32.92956,2025-07-08,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,152.912288,-31.445394,2025-03-22,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.735245,-32.946129,2025-01-04,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.607869,-34.838856,2023-10-15,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.254885,-33.789498,2025-04-01,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.164588,-33.804764,2020-08-08,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.133037,-36.056855,2025-05-04,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.241501,-33.831916,2023-03-09,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.992683,-33.804262,2024-11-24,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.125344,-33.760171,2023-04-20,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.191798,-33.882793,2023-01-01,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,146.22418,-37.90351,2020-09-01,10.0,OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.052995,-33.647656,2021-12-31,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.040361,-33.646741,2021-10-12,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,145.58805,-37.26384,2023-05-23,10.0,OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.892853,-30.045872,2020-10-19,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.292228,-33.80121,2022-08-03,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.200125,-33.943991,2024-09-28,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,149.7557,-37.4425,2020-08-13,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.544943,-33.684572,2021-11-03,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.138266,-33.658184,2023-12-09,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.755648,-32.905547,2025-04-04,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.284829,-33.746546,2022-03-09,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.15706,-33.899431,2023-08-13,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,147.701823,-35.373125,2026-01-22,3.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.163174,-33.743971,2022-08-21,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.271534,-33.794605,2023-08-30,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,138.70672,-34.99052,2022-02-06,50.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.963624,-33.706177,2023-02-09,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.749765,-32.943014,2024-05-08,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.135366,-33.890895,2025-05-01,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.462207,-35.357012,2022-11-14,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.213377,-33.834014,2022-06-09,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.191351,-33.900342,2023-07-17,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.266265,-33.89869,2024-07-15,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.198265,-33.825541,2022-07-10,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.986708,-33.70668,2023-08-25,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.846165,-34.580722,2024-01-31,857.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.968544,-33.743265,2024-07-24,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.184877,-33.783838,2025-04-13,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.711343,-32.916488,2024-12-25,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.694309,-34.775404,2023-02-27,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.13597,-33.869175,2023-07-21,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,145.23681,-37.74459,2020-04-25,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,152.076725,-32.773259,2023-01-10,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,145.73113,-37.54557,2022-05-11,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.199504,-33.78908,2024-05-01,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.889177,-34.378389,2022-05-01,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,149.26215,-37.49864,2021-06-08,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.772361,-33.527173,2022-03-07,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.621477,-32.883362,2025-05-29,20.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.881901,-34.438016,2023-09-17,578.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.952868,-33.700472,2023-12-04,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.239887,-33.782612,2021-09-16,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.128077,-33.827257,2024-07-17,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.225829,-33.879619,2023-08-20,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.345487,-33.699837,2025-06-11,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.988586,-33.78334,2025-01-31,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.288393,-33.799141,2023-12-18,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.257971,-33.792754,2024-11-15,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.297551,-33.738319,2024-07-05,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.970975,-32.332692,2022-12-23,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.131083,-33.868758,2024-07-30,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.464709,-33.725237,2021-09-12,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.708445,-32.961022,2022-10-26,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,145.1401,-38.1317,2024-02-14,5.0,OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.190325,-33.899239,2024-08-29,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.220694,-33.74351,2022-10-04,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,148.693308,-33.182373,2025-06-10,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,146.14788,-37.63173,2023-02-20,10.0,OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.417623,-34.480237,2025-05-30,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.297712,-33.639838,2022-10-08,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.877407,-32.742011,2023-02-15,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.157398,-33.733308,2021-08-01,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.151052,-33.812261,2021-09-03,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.189273,-33.783376,2025-01-17,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.25358,-33.809166,2022-03-25,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.128059,-33.808944,2024-09-09,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,148.78309,-37.18411,2022-04-27,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.931129,-33.672825,2022-06-03,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.19827,-33.818066,2022-05-29,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,144.30131,-37.3101,2024-03-05,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.335798,-33.717107,2022-12-22,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.065698,-33.786594,2022-01-17,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.212977,-33.84602,2022-04-05,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.878029,-34.405278,2025-01-24,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.202214,-33.834913,2023-03-24,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.25054,-33.789604,2024-07-03,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.168686,-33.884707,2025-03-04,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,138.79471,-35.10164,2020-07-10,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.145184,-33.779254,2022-01-25,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.298044,-33.730448,2022-12-11,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.415093,-34.504155,2024-12-13,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.101801,-34.008247,2022-01-06,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.950799,-34.273842,2022-08-07,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.001341,-34.056597,2021-09-25,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,145.64291,-37.37914,2023-05-24,10.0,OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.241814,-33.924853,2025-02-01,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.199637,-33.835106,2021-06-26,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.20303,-33.793446,2021-09-05,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.274444,-33.867249,2023-08-26,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.247649,-33.78676,2023-10-13,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.11094,-33.897131,2023-08-13,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.278065,-33.794994,2025-01-26,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.09261,-33.716637,2024-10-06,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,150.889387,-34.183159,2024-10-13,20.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.151459,-33.886931,2023-01-19,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.068179,-33.97243,2024-08-16,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.287144,-33.786899,2020-09-18,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,153.389546,-28.864549,2025-05-25,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Pseudocheirus peregrinus,151.118483,-34.062063,2023-10-04,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
