species,longitude,latitude,eventDate,coordinateUncertaintyM,basisOfRecord,license
Macropus giganteus,146.971002,-36.035817,2022-08-16,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.691443,-32.251118,2023-08-01,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.5782,-33.40747,2023-09-17,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.143355,-33.366537,2025-03-03,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.862913,-32.807781,2022-06-16,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.312537,-32.767332,2022-04-01,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.388583,-29.98833,2022-12-03,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,144.19215,-34.80025,2022-07-01,6.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.92891,-33.53824,2020-03-18,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.565491,-34.843683,2024-06-24,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.896688,-34.783505,2024-10-12,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.597614,-34.91366,2024-05-23,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.805066,-33.75603,2023-04-09,879.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,144.30671,-37.33672,2023-10-20,5.0,OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.458827,-35.258234,2020-08-12,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.644802,-31.43803,2024-05-14,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.183304,-30.8333,2023-07-31,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.590571,-34.942196,2024-10-14,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.872712,-33.716784,2025-03-09,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.493968,-31.873279,2023-04-03,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.168384,-35.500163,2020-10-08,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.697122,-32.373824,2024-12-21,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.723565,-33.739401,2021-07-14,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,146.05921,-36.58481,2021-07-28,30.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,149.640681,-37.001449,2025-04-22,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.438965,-32.393406,2022-11-03,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,145.4148,-37.9867,2021-02-03,3.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,150.323875,-35.608457,2022-03-26,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.703724,-32.358071,2023-08-23,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.240153,-35.315948,2021-07-22,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.949841,-30.758112,2024-06-14,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.02195,-33.015351,2024-07-09,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.178078,-35.499503,2020-02-28,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,141.49716,-38.16057,2022-10-05,10.0,OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.849467,-31.458162,2024-08-17,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.808201,-33.723724,2023-01-26,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,144.1237,-37.3328,2020-04-02,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,150.481152,-34.431905,2023-08-11,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,144.22046,-37.81034,2024-04-09,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,149.263362,-29.535162,2025-03-20,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,146.340607,-34.695812,2021-03-30,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.493095,-33.024608,2022-09-22,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.74706,-32.59888,2024-06-09,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.33224,-36.36046,2020-04-28,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.284957,-36.504582,2025-05-19,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.492554,-34.342289,2025-04-19,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.556206,-33.695975,2024-09-07,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.866955,-33.699893,2023-04-10,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,147.011037,-36.01362,2023-08-21,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.961494,-32.191871,2023-09-01,50.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.86784,-32.057845,2022-01-16,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,144.28109,-37.3816,2023-11-22,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,150.666186,-31.720714,2023-03-16,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.780467,-33.628604,2023-10-24,50.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.26182,-35.13555,2025-05-24,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.442555,-36.438316,2024-08-20,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,144.21723,-37.17108,2024-02-02,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,144.2462,-34.2303,2025-06-29,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.230814,-35.189873,2022-03-26,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.437797,-34.63792,2024-08-08,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.057722,-32.633837,2020-02-18,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.225318,-35.35675,2020-02-29,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.558967,-32.919138,2025-07-06,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.887405,-36.934251,2025-06-10,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.441377,-35.174641,2024-10-26,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.323922,-35.376897,2024-09-19,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.755259,-30.461773,2023-09-14,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.292575,-32.765752,2023-02-05,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.831788,-36.682393,2024-06-20,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.332431,-35.245994,2020-12-10,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.078543,-29.028666,2024-07-27,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,146.843357,-36.060736,2024-03-04,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.906305,-33.787639,2023-10-28,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.830156,-31.472211,2024-10-29,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.510397,-31.762011,2024-02-08,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.203994,-35.396357,2024-09-14,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,140.99564,-38.02388,2024-10-10,10.0,OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.487283,-33.175948,2023-11-16,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.605762,-34.215524,2025-06-18,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.949141,-32.285107,2024-01-18,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.879369,-31.033606,2023-03-07,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.030813,-32.965949,2024-04-09,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.805497,-34.016503,2022-08-21,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.186632,-33.374518,2022-08-26,250.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,147.616262,-35.440569,2024-06-23,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.216088,-31.013135,2024-10-17,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,143.62457,-38.43681,2020-03-01,10.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,149.199768,-35.395813,2020-07-15,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.772284,-33.713165,2022-09-11,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,144.956947,-38.408114,2024-01-27,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.277362,-34.988225,2021-02-08,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.12852,-30.535278,2023-08-19,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.934105,-37.044873,2024-08-13,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.280523,-36.186627,2023-08-08,50.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.62479,-35.1041,2024-12-23,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.91367,-36.86988,2024-01-09,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,141.582656,-38.019104,2021-07-13,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,153.181459,-30.108634,2023-09-12,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,153.425719,-29.118441,2023-11-05,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.062555,-36.430379,2025-06-08,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.171553,-34.624331,2021-05-22,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.693495,-32.350009,2024-06-09,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.563856,-34.500349,2021-06-06,1.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.18457,-35.469117,2024-10-07,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.623551,-32.239805,2025-02-18,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.145457,-33.358192,2024-12-03,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,147.350833,-35.075485,2022-04-17,795.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.216695,-31.075128,2021-11-22,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.309287,-32.776323,2021-09-14,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.723625,-33.743235,2024-09-03,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,143.30078,-37.0664,2024-08-28,10.0,OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.394549,-35.472885,2022-04-23,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.386955,-35.520947,2024-12-01,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.148714,-36.251981,2025-02-15,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.190828,-33.432546,2025-09-17,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,143.45602,-37.32172,2024-08-27,10.0,OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.311096,-34.639256,2023-02-16,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.746602,-32.198315,2025-03-13,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.502495,-34.724465,2025-05-09,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.997559,-33.673818,2025-06-06,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,145.61975,-38.36096,2024-09-11,10.0,OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,143.26124,-37.07724,2022-01-16,5.0,OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.321548,-35.37967,2022-02-17,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.36915,-35.562049,2021-11-04,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,143.704315,-37.701706,2024-02-16,405.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,153.07992,-30.92809,2021-03-17,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.162647,-32.534805,2021-03-30,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.226476,-35.546107,2020-08-16,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.549925,-34.931081,2025-02-11,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.917519,-33.851714,2024-01-08,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,143.26102,-36.78316,2022-12-14,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,151.357123,-32.859827,2023-07-13,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.637922,-34.921126,2020-09-21,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.922889,-34.861613,2020-05-30,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.302516,-35.181417,2025-03-20,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.708208,-33.833682,2024-10-22,50.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.161379,-30.574149,2020-02-23,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.396061,-35.527408,2025-01-18,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.612351,-36.446371,2024-07-31,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.237298,-35.70284,2023-07-17,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,153.220668,-29.489945,2024-12-21,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.015502,-33.198787,2024-11-12,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.376489,-35.226889,2020-07-31,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.241315,-35.357805,2020-04-15,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,153.18988,-30.17188,2024-10-01,20.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.570435,-25.11522,2024-10-07,984.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,144.83221,-36.86062,2022-03-15,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,143.58845,-36.60723,2022-12-17,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,144.7007,-37.80969,2021-04-25,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,152.568967,-25.118616,2024-10-07,244.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.692625,-25.790043,2023-07-25,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.193353,-33.571324,2023-05-28,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.480513,-36.458383,2024-07-04,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.825663,-36.304741,2020-06-09,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.628281,-35.113378,2025-01-16,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.166951,-35.520959,2024-03-24,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.823754,-35.455012,2023-04-10,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.20818,-33.694877,2022-02-12,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.267573,-34.79222,2024-07-21,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.02259,-33.359088,2024-10-15,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.168861,-35.476238,2025-05-09,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.600033,-34.211974,2024-09-18,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.998827,-36.595577,2024-12-02,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,153.182458,-29.464007,2022-08-17,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.247418,-32.235571,2024-05-30,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.824515,-36.329466,2024-02-04,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.936677,-31.075168,2023-09-11,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.199455,-35.382536,2024-09-05,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.543344,-36.704283,2022-01-20,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.860676,-30.911181,2021-05-08,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.385084,-35.519255,2022-01-17,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.119408,-36.124302,2024-10-05,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.575939,-34.115338,2025-05-16,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.220459,-34.97477,2024-07-19,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,142.406659,-37.110328,2023-08-15,47.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,153.246853,-29.498277,2025-06-03,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.845276,-33.733438,2025-02-25,15.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.263015,-33.376434,2021-11-03,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.067668,-31.030732,2022-12-07,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.378552,-35.384822,2024-03-22,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.165376,-30.572142,2023-06-30,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.910195,-36.873793,2023-03-27,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,146.102856,-34.252613,2025-01-29,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,144.09845,-37.40942,2023-05-31,5.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,150.602385,-35.154335,2025-05-19,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.448934,-36.442125,2023-07-16,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.550592,-34.462903,2022-11-25,3.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.350961,-35.897897,2021-09-13,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.100365,-30.933778,2021-11-04,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.237318,-31.313285,2023-07-01,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.554512,-34.174022,2024-09-26,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.913856,-36.789529,2024-06-02,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,153.129313,-30.186363,2024-08-01,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.79568,-33.730984,2023-06-05,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.850214,-36.381719,2025-01-18,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.047039,-31.683185,2023-05-03,20.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.130754,-33.503226,2021-08-02,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.887316,-36.885084,2023-05-08,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.532633,-34.975253,2021-11-21,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,146.43379,-38.92011,2021-03-19,10.0,OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.853288,-33.418713,2024-05-21,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,153.06717,-30.900203,2023-06-02,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.332433,-30.497168,2024-04-15,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.339243,-32.758818,2021-04-29,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.973842,-33.440377,2021-05-06,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.318078,-34.612573,2023-05-22,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,152.509373,-31.890375,2023-02-09,10.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,144.780576,-36.11999,2025-01-04,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.428526,-35.314656,2022-06-16,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.730262,-33.778102,2023-09-13,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.210784,-35.444251,2021-06-14,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.353919,-35.227886,2025-03-10,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.887207,-36.934194,2024-12-05,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,149.963686,-36.391433,2022-11-27,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.780165,-33.6338,2025-05-12,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.714911,-33.544009,2022-07-10,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,151.876355,-32.764505,2021-09-24,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.070797,-33.411401,2025-06-22,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.528508,-34.921234,2021-09-11,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.913176,-33.523932,2022-09-04,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.611332,-34.918572,2025-02-13,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,142.51843,-37.11773,2024-05-24,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,150.370893,-34.56498,2024-08-26,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,145.977073,-35.993287,2021-12-19,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,153.248375,-29.498315,2021-07-24,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.25938,-33.398767,2021-11-22,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.928831,-34.855968,2024-05-03,30.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,146.419528,-34.585813,2025-05-21,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.91439,-36.316814,2020-12-10,500.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,144.21067,-37.3457,2023-09-14,1.0,OCCURRENCE,CC-BY 4.0 (Int)
Macropus giganteus,149.238644,-30.59128,2020-02-16,100.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.187802,-33.433551,2023-12-11,1.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,150.181487,-33.386779,2022-10-05,250.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
Macropus giganteus,148.514825,-31.600338,2025-09-22,5.0,HUMAN_OBSERVATION,CC-BY 4.0 (Int)
