species,latitude,longitude,coordinate_uncertainty_m,basis_of_record,event_date
Macropus giganteus,-20.359596,145.657144,35.0,HUMAN_OBSERVATION,2024-10-29
Macropus giganteus,-19.50119,144.17828,20.0,OCCURRENCE,2009-05-28
Macropus giganteus,-31.081796,138.543018,80.0,HUMAN_OBSERVATION,2025-11-29
Macropus giganteus,-21.49518,147.85361,50.0,OCCURRENCE,2006-09-24
Macropus giganteus,-14.9988,143.5373,100.0,OCCURRENCE,1993-05-27
Macropus giganteus,-21.675897,149.442688,9.0,HUMAN_OBSERVATION,2026-07-10
Macropus giganteus,-18.21789,144.65217,30.0,OCCURRENCE,2020-09-29
Macropus giganteus,-17.58887,145.30239,100.0,OCCURRENCE,2010-08-14
Macropus giganteus,-21.40716,147.84063,50.0,OCCURRENCE,2006-09-17
Macropus giganteus,-20.13238,146.89351,100.0,OCCURRENCE,
Macropus giganteus,-20.79722,147.74601,50.0,OCCURRENCE,2006-07-04
Macropus giganteus,-20.551358,145.498262,10.0,HUMAN_OBSERVATION,2023-07-25
Macropus giganteus,-19.06882,144.45442,50.0,OCCURRENCE,2002-12-12
Macropus giganteus,-17.5815,145.44672,100.0,OCCURRENCE,2017-11-10
Macropus giganteus,-21.59943,147.92229,50.0,OCCURRENCE,2006-10-07
Macropus giganteus,-17.86911,145.36393,150.0,OCCURRENCE,2017-10-01
Macropus giganteus,-16.983697,145.416138,18.0,HUMAN_OBSERVATION,2023-07-26
Macropus giganteus,-17.53265,145.30337,100.0,OCCURRENCE,2008-09-24
Macropus giganteus,-13.76552,143.11882,500.0,OCCURRENCE,1979-03-08
Macropus giganteus,-20.1103,145.43198,100.0,OCCURRENCE,2011-08-30
Macropus giganteus,-21.72047,146.92498,800.0,OCCURRENCE,
Macropus giganteus,-18.4054,144.53458,10.0,OCCURRENCE,2020-10-29
Macropus giganteus,-19.48556,144.16302,20.0,OCCURRENCE,2009-05-28
Macropus giganteus,-19.10716,146.18257,100.0,OCCURRENCE,2016-05-12
Macropus giganteus,-19.08433,144.44468,500.0,OCCURRENCE,1998-02-09
Macropus giganteus,-18.212908,145.540844,319.0,HUMAN_OBSERVATION,2026-06-05
Macropus giganteus,-19.50382,144.17895,20.0,OCCURRENCE,2009-05-28
Macropus giganteus,-16.95388,143.6989,100.0,OCCURRENCE,2016-01-21
Macropus giganteus,-18.23679,145.47583,50.0,OCCURRENCE,
Macropus giganteus,-19.11782,146.20759,100.0,OCCURRENCE,2016-05-13
Macropus giganteus,-32.724221,138.087827,500.0,HUMAN_OBSERVATION,2022-12-26
Macropus giganteus,-18.219781,144.667367,210.0,HUMAN_OBSERVATION,2024-08-11
Macropus giganteus,-19.813225,147.832808,15.0,HUMAN_OBSERVATION,2022-05-18
Macropus giganteus,-16.927767,145.366062,,HUMAN_OBSERVATION,2017-09-19
Macropus giganteus,-15.65469,144.97373,50.0,OCCURRENCE,1996-06-26
Macropus giganteus,-15.14832,143.2539,100.0,OCCURRENCE,
Macropus giganteus,-20.924433,149.049515,,HUMAN_OBSERVATION,2025-09-06
Macropus giganteus,-19.42081,144.15954,100.0,OCCURRENCE,2018-11-16
Macropus giganteus,-20.092671,148.499008,20.0,HUMAN_OBSERVATION,2025-08-12
Macropus giganteus,-21.225,147.85097,10.0,OCCURRENCE,2010-10-16
Macropus giganteus,-18.20146,144.57596,100.0,OCCURRENCE,2006-10-15
Macropus giganteus,-14.06581,143.31713,500.0,OCCURRENCE,1978-12-19
Macropus giganteus,-20.48839,148.52267,100.0,OCCURRENCE,
Macropus giganteus,-20.924805,149.049545,4.0,HUMAN_OBSERVATION,2021-02-02
Macropus giganteus,-20.091865,148.504171,31.0,HUMAN_OBSERVATION,2024-04-25
Macropus giganteus,-14.00638,142.86001,100.0,OCCURRENCE,
Macropus giganteus,-18.193192,144.571869,,HUMAN_OBSERVATION,2001-10-03
Macropus giganteus,-13.07897,142.951847,,MACHINE_OBSERVATION,2023-08-07
Macropus giganteus,-17.45954,145.27716,100.0,OCCURRENCE,2004-11-30
Macropus giganteus,-20.69112,146.80875,50.0,OCCURRENCE,2011-06-22
Macropus giganteus,-19.20296,146.05528,100.0,OCCURRENCE,2007-04-23
Macropus giganteus,-21.672187,149.442428,12.0,HUMAN_OBSERVATION,2025-11-02
Macropus giganteus,-19.93632,144.26741,400.0,OCCURRENCE,1996-07-03
Macropus giganteus,-16.983997,145.413365,121.0,HUMAN_OBSERVATION,2022-06-06
Macropus giganteus,-18.20629,144.57395,100.0,OCCURRENCE,2007-01-01
Macropus giganteus,-20.956368,147.857039,,HUMAN_OBSERVATION,2024-11-20
Macropus giganteus,-17.53663,145.30724,100.0,OCCURRENCE,2009-09-10
Macropus giganteus,-20.924388,149.049392,7.0,HUMAN_OBSERVATION,2025-09-25
Macropus giganteus,-19.09725,146.45358,500.0,OCCURRENCE,2001-11-11
Macropus giganteus,-19.11587,146.09296,100.0,OCCURRENCE,2014-05-08
Macropus giganteus,-17.49886,145.28586,100.0,OCCURRENCE,2006-06-06
Macropus giganteus,-32.396435,137.980831,1000.0,HUMAN_OBSERVATION,2023-04-09
Macropus giganteus,-17.60652,145.3044,100.0,OCCURRENCE,2008-12-22
Macropus giganteus,-19.412125,146.722595,6.0,HUMAN_OBSERVATION,2025-06-30
Macropus giganteus,-18.210498,144.659952,,HUMAN_OBSERVATION,2017-11-25
Macropus giganteus,-19.2363,146.66,,HUMAN_OBSERVATION,2026-02-16
Macropus giganteus,-21.66509,148.5511,900.0,OCCURRENCE,1991-05-27
Macropus giganteus,-21.1333,148.45,1000.0,MACHINE_OBSERVATION,1993-12-01
Macropus giganteus,-20.70349,146.63096,50.0,OCCURRENCE,2011-06-08
Macropus giganteus,-11.90971,142.62084,100.0,OCCURRENCE,
Macropus giganteus,-18.21634,144.66063,100.0,OCCURRENCE,2007-01-01
Macropus giganteus,-20.924915,149.049026,35.0,HUMAN_OBSERVATION,2022-04-19
Macropus giganteus,-17.1,144.5,,HUMAN_OBSERVATION,2020-01-05
Macropus giganteus,-34.744586,139.031814,4.0,HUMAN_OBSERVATION,2025-10-01
Macropus giganteus,-18.22918,145.14327,100.0,OCCURRENCE,2007-12-30
Macropus giganteus,-20.92637,149.055821,,HUMAN_OBSERVATION,2026-01-19
Macropus giganteus,-19.09905,146.11206,100.0,OCCURRENCE,2014-05-07
Macropus giganteus,-33.066692,138.233627,20.0,HUMAN_OBSERVATION,2025-06-26
Macropus giganteus,-20.91069,149.037593,,HUMAN_OBSERVATION,2019-07-05
Macropus giganteus,-19.934292,146.528672,3.0,HUMAN_OBSERVATION,2026-01-31
Macropus giganteus,-17.53571,145.30692,100.0,OCCURRENCE,2008-12-23
Macropus giganteus,-35.389991,138.462016,,HUMAN_OBSERVATION,2019-06-10
Macropus giganteus,-16.980416,145.414417,104.0,HUMAN_OBSERVATION,2023-09-15
Macropus giganteus,-18.17859,144.640671,,HUMAN_OBSERVATION,
Macropus giganteus,-20.144574,148.504432,4.0,HUMAN_OBSERVATION,2022-06-23
Macropus giganteus,-19.01871,144.46658,500.0,OCCURRENCE,1997-10-06
Macropus giganteus,-18.18765,144.58993,50.0,OCCURRENCE,2007-05-15
Macropus giganteus,-20.10127,145.51681,100.0,OCCURRENCE,2011-09-01
Macropus giganteus,-18.209818,144.572183,,HUMAN_OBSERVATION,2021-10-09
Macropus giganteus,-18.32492,145.45949,20.0,OCCURRENCE,2020-12-01
Macropus giganteus,-16.680092,145.24787,,MACHINE_OBSERVATION,2024-11-08
Macropus giganteus,-17.52899,145.29694,100.0,OCCURRENCE,2008-08-06
Macropus giganteus,-17.78943,145.13862,100.0,OCCURRENCE,2018-08-18
Macropus giganteus,-18.36082,144.58501,100.0,OCCURRENCE,
Macropus giganteus,-14.83214,143.52217,100.0,OCCURRENCE,2009-11-17
Macropus giganteus,-19.12683,146.12178,100.0,OCCURRENCE,2016-05-09
Macropus giganteus,-19.498712,147.050043,31.0,HUMAN_OBSERVATION,2024-07-31
Macropus giganteus,-17.77449,145.32716,100.0,OCCURRENCE,2005-06-11
Macropus giganteus,-13.79532,143.14344,500.0,OCCURRENCE,1978-11-28
Macropus giganteus,-15.27437,143.38178,200.0,OCCURRENCE,
Macropus giganteus,-19.05093,143.50854,10.0,OCCURRENCE,2020-11-02
Macropus giganteus,-20.65638,148.69862,300.0,OCCURRENCE,1990-04-01
Macropus giganteus,-17.5384,145.30789,100.0,OCCURRENCE,2008-11-19
Macropus giganteus,-16.576426,145.191557,761.0,HUMAN_OBSERVATION,2025-02-15
Macropus giganteus,-19.14813,144.46278,100.0,OCCURRENCE,2009-09-26
Macropus giganteus,-18.2454,145.33778,50.0,OCCURRENCE,2002-09-08
Macropus giganteus,-20.05856,145.52952,100.0,OCCURRENCE,2011-08-31
Macropus giganteus,-20.925568,149.048879,150.0,HUMAN_OBSERVATION,2025-07-24
Macropus giganteus,-19.10889,146.50035,500.0,OCCURRENCE,2001-11-04
Macropus giganteus,-17.81415,144.95723,33.0,OCCURRENCE,
Macropus giganteus,-20.10277,148.48084,100.0,OCCURRENCE,
Macropus giganteus,-17.69221,145.46334,33.0,OCCURRENCE,
Macropus giganteus,-18.28999,144.54112,100.0,OCCURRENCE,
Macropus giganteus,-20.925796,149.05358,179.0,HUMAN_OBSERVATION,2022-09-30
Macropus giganteus,-16.99221,145.19376,100.0,OCCURRENCE,2004-11-09
Macropus giganteus,-17.58541,145.45137,100.0,OCCURRENCE,2017-11-17
Macropus giganteus,-19.411105,146.861678,4.0,HUMAN_OBSERVATION,2024-07-07
Macropus giganteus,-19.55139,144.22556,50.0,OCCURRENCE,
Macropus giganteus,-18.791887,143.455338,8.0,HUMAN_OBSERVATION,2024-01-16
Macropus giganteus,-19.21511,146.70333,1500.0,OCCURRENCE,1991-03-01
Macropus giganteus,-15.0038,143.63496,100.0,OCCURRENCE,1993-05-21
Macropus giganteus,-32.791557,138.215927,15.0,HUMAN_OBSERVATION,2022-10-03
Macropus giganteus,-15.53782,144.40645,100.0,OCCURRENCE,2009-11-09
Macropus giganteus,-20.14785,145.48021,100.0,OCCURRENCE,2011-08-31
Macropus giganteus,-17.53973,145.30705,100.0,OCCURRENCE,2010-12-10
Macropus giganteus,-21.68713,146.86268,400.0,OCCURRENCE,
Macropus giganteus,-18.87096,144.56619,250.0,OCCURRENCE,2013-11-01
Macropus giganteus,-17.39649,145.37104,100.0,OCCURRENCE,2006-02-24
Macropus giganteus,-17.54,145.3092,100.0,OCCURRENCE,2004-11-24
Macropus giganteus,-18.54476,145.28432,500.0,OCCURRENCE,1996-11-29
Macropus giganteus,-17.98811,144.85558,100.0,OCCURRENCE,2013-11-01
Macropus giganteus,-17.51386,145.28675,150.0,OCCURRENCE,2003-02-05
Macropus giganteus,-21.52357,147.89263,50.0,OCCURRENCE,2006-09-29
Macropus giganteus,-20.408321,148.493374,61.0,HUMAN_OBSERVATION,2025-02-11
Macropus giganteus,-20.733395,143.148402,,HUMAN_OBSERVATION,2024-04-28
Macropus giganteus,-16.66923,145.2479,100.0,OCCURRENCE,2010-11-07
Macropus giganteus,-17.54124,145.31252,100.0,OCCURRENCE,2005-10-14
Macropus giganteus,-18.93834,138.65941,20.0,OCCURRENCE,2018-04-21
Macropus giganteus,-19.34165,146.59167,10.0,OCCURRENCE,2001-03-20
Macropus giganteus,-21.0,144.6333,2000.0,MATERIAL_SAMPLE,2000-11-02
Macropus giganteus,-20.925163,149.056347,,HUMAN_OBSERVATION,2026-01-19
Macropus giganteus,-16.984058,145.416435,,HUMAN_OBSERVATION,2023-02-14
Macropus giganteus,-20.3,148.7,,HUMAN_OBSERVATION,2022-07-11
Macropus giganteus,-17.45984,145.277,100.0,OCCURRENCE,2004-08-12
Macropus giganteus,-20.07701,145.52386,100.0,OCCURRENCE,2011-09-01
Macropus giganteus,-19.47082,144.14612,33.0,OCCURRENCE,
Macropus giganteus,-19.51085,144.17993,20.0,OCCURRENCE,2009-05-28
Macropus giganteus,-18.217478,144.66133,727.0,HUMAN_OBSERVATION,2024-08-11
Macropus giganteus,-20.85949,147.77503,50.0,OCCURRENCE,2006-07-12
Macropus giganteus,-16.91561,145.381153,207.0,HUMAN_OBSERVATION,2016-06-25
Macropus giganteus,-20.058209,146.260706,,HUMAN_OBSERVATION,2025-07-22
Macropus giganteus,-20.54325,148.5318,,HUMAN_OBSERVATION,2015-09-20
Macropus giganteus,-19.3833,146.7167,2000.0,MATERIAL_SAMPLE,2001-12-03
Macropus giganteus,-16.558069,145.223943,,MACHINE_OBSERVATION,2025-04-11
Macropus giganteus,-19.193,146.05631,100.0,OCCURRENCE,2014-05-14
Macropus giganteus,-19.0036,146.08223,900.0,OCCURRENCE,1996-01-01
Macropus giganteus,-21.72323,146.9457,100.0,OCCURRENCE,
Macropus giganteus,-19.09558,145.96166,100.0,OCCURRENCE,2013-11-03
Macropus giganteus,-17.5396,145.30854,20.0,OCCURRENCE,2009-01-30
Macropus giganteus,-20.23165,148.64279,2000.0,OCCURRENCE,1989-01-01
Macropus giganteus,-19.32816,146.76,1750.0,OCCURRENCE,2000-07-11
Macropus giganteus,-21.51957,147.86197,50.0,OCCURRENCE,2006-09-26
Macropus giganteus,-20.69455,146.64121,50.0,OCCURRENCE,2011-06-08
Macropus giganteus,-19.50471,144.17945,100.0,OCCURRENCE,2022-12-21
Macropus giganteus,-17.11135,144.99272,,HUMAN_OBSERVATION,
Macropus giganteus,-20.58016,148.465471,31.0,HUMAN_OBSERVATION,2024-01-28
Macropus giganteus,-19.295064,146.804545,15.0,HUMAN_OBSERVATION,2011-06-03
Macropus giganteus,-20.916306,149.04478,162.0,HUMAN_OBSERVATION,2007-09-22
Macropus giganteus,-16.981906,145.416516,15.0,HUMAN_OBSERVATION,2019-08-15
Macropus giganteus,-19.48999,144.16881,100.0,OCCURRENCE,2018-11-16
Macropus giganteus,-21.46228,148.43721,50.0,OCCURRENCE,2023-04-11
Macropus giganteus,-21.46239,148.4369,50.0,OCCURRENCE,2023-06-06
Macropus giganteus,-20.53341,147.82657,50.0,OCCURRENCE,2006-07-10
Macropus giganteus,-19.42817,145.900847,3.0,HUMAN_OBSERVATION,2025-11-23
Macropus giganteus,-16.589445,145.203867,,HUMAN_OBSERVATION,
Macropus giganteus,-16.572295,145.202812,479.0,HUMAN_OBSERVATION,2025-01-28
Macropus giganteus,-20.80555,142.25747,100.0,OCCURRENCE,
Macropus giganteus,-18.4605,145.46992,20.0,OCCURRENCE,2020-12-15
Macropus giganteus,-19.1994,146.673,,HUMAN_OBSERVATION,2024-06-20
Macropus giganteus,-16.984063,145.416428,,HUMAN_OBSERVATION,2023-02-14
Macropus giganteus,-19.7979,144.22018,50.0,OCCURRENCE,
Macropus giganteus,-21.46137,148.44238,100.0,OCCURRENCE,2002-05-07
Macropus giganteus,-21.69388,146.93084,100.0,OCCURRENCE,2012-10-13
Macropus giganteus,-19.86025,147.86765,1000.0,OCCURRENCE,
Macropus giganteus,-19.54639,144.18389,100.0,OCCURRENCE,
Macropus giganteus,-18.18858,144.59176,100.0,OCCURRENCE,2007-01-01
Macropus giganteus,-14.76231,142.11614,500.0,OCCURRENCE,1993-06-20
Macropus giganteus,-21.3676,147.83245,50.0,OCCURRENCE,2006-09-14
Macropus giganteus,-35.565628,138.213211,,HUMAN_OBSERVATION,2022-02-27
Macropus giganteus,-18.18999,144.5689,100.0,OCCURRENCE,
Macropus giganteus,-14.3886,143.36056,100.0,OCCURRENCE,
Macropus giganteus,-18.202111,144.5757,5.0,HUMAN_OBSERVATION,2019-05-08
Macropus giganteus,-17.63524,145.28605,100.0,OCCURRENCE,2004-06-30
Macropus giganteus,-16.914753,145.372482,597.0,HUMAN_OBSERVATION,2017-10-01
Macropus giganteus,-17.64274,145.42901,100.0,OCCURRENCE,2009-09-14
Macropus giganteus,-20.903437,144.156997,2.0,HUMAN_OBSERVATION,2025-12-01
Macropus giganteus,-19.491242,147.049124,15.0,HUMAN_OBSERVATION,2024-07-31
Macropus giganteus,-21.51043,148.63222,100.0,OCCURRENCE,2011-08-23
Macropus giganteus,-20.386217,148.371317,,HUMAN_OBSERVATION,2015-09-19
Macropus giganteus,-19.57721,144.0839,33.0,OCCURRENCE,
Macropus giganteus,-19.50824,144.18031,50.0,OCCURRENCE,
Macropus giganteus,-16.566806,145.195914,1000.0,HUMAN_OBSERVATION,2023-10-01
Macropus giganteus,-14.99314,143.55313,100.0,OCCURRENCE,1994-02-21
Macropus giganteus,-14.7198,143.49563,1000.0,OCCURRENCE,1978-05-21
Macropus giganteus,-17.53834,145.30169,100.0,OCCURRENCE,2008-07-03
Macropus giganteus,-21.672037,149.442672,4.0,HUMAN_OBSERVATION,2025-11-02
Macropus giganteus,-18.977791,144.587282,,HUMAN_OBSERVATION,2007-01-15
Macropus giganteus,-19.44232,144.16199,100.0,OCCURRENCE,2018-11-16
Macropus giganteus,-18.2236,144.55167,100.0,OCCURRENCE,
Macropus giganteus,-19.58471,144.12584,33.0,OCCURRENCE,
Macropus giganteus,-18.23231,145.53173,20.0,OCCURRENCE,2020-11-11
Macropus giganteus,-20.920924,149.046099,17.0,HUMAN_OBSERVATION,2020-09-18
Macropus giganteus,-17.50532,145.2844,100.0,OCCURRENCE,2008-11-12
Macropus giganteus,-17.55749,145.44501,33.0,OCCURRENCE,
Macropus giganteus,-20.948308,140.983567,5.0,HUMAN_OBSERVATION,2026-06-15
Macropus giganteus,-17.62703,145.29164,100.0,OCCURRENCE,2004-06-30
Macropus giganteus,-17.89178,145.15232,100.0,OCCURRENCE,2007-12-30
Macropus giganteus,-17.78493,145.31335,100.0,OCCURRENCE,2005-06-11
Macropus giganteus,-19.62721,146.70779,15.0,OCCURRENCE,
Macropus giganteus,-16.921752,145.361364,61.0,HUMAN_OBSERVATION,2006-07-01
Macropus giganteus,-21.723512,149.458743,31.0,HUMAN_OBSERVATION,2025-07-27
Macropus giganteus,-18.20999,144.75278,100.0,OCCURRENCE,
Macropus giganteus,-19.48904,146.33379,10.0,OCCURRENCE,2000-07-14
Macropus giganteus,-16.986904,145.414381,103.0,HUMAN_OBSERVATION,2016-02-16
Macropus giganteus,-17.75074,145.28499,100.0,OCCURRENCE,2005-06-11
Macropus giganteus,-14.44221,144.51473,100.0,OCCURRENCE,
Macropus giganteus,-19.0,146.4,,HUMAN_OBSERVATION,2025-07-28
Macropus giganteus,-17.53415,145.46028,100.0,OCCURRENCE,
Macropus giganteus,-18.29548,145.15268,100.0,OCCURRENCE,2007-12-30
Macropus giganteus,-17.48256,145.27859,100.0,OCCURRENCE,2003-11-12
Macropus giganteus,-34.554899,138.658233,61.0,HUMAN_OBSERVATION,2021-05-23
Macropus giganteus,-17.54036,145.30983,100.0,OCCURRENCE,2009-01-16
Macropus giganteus,-12.990836,142.864581,,MACHINE_OBSERVATION,2025-08-15
Macropus giganteus,-21.5241,148.0195,100.0,OCCURRENCE,
Macropus giganteus,-19.4427,145.8372,,HUMAN_OBSERVATION,2025-08-06
Macropus giganteus,-17.63886,145.38784,100.0,OCCURRENCE,2010-09-19
Macropus giganteus,-18.32202,145.38133,10.0,OCCURRENCE,2020-09-08
Macropus giganteus,-33.129051,138.116195,194.0,HUMAN_OBSERVATION,2022-10-10
Macropus giganteus,-14.9973,143.53946,100.0,OCCURRENCE,1993-05-23
Macropus giganteus,-17.53697,145.30717,100.0,OCCURRENCE,2009-09-30
Macropus giganteus,-16.58969,145.11078,100.0,OCCURRENCE,2014-09-03
Macropus giganteus,-17.67943,145.48251,33.0,OCCURRENCE,
Macropus giganteus,-16.49904,145.0203,100.0,OCCURRENCE,2016-08-24
Macropus giganteus,-19.48727,144.16395,20.0,OCCURRENCE,2009-05-28
Macropus giganteus,-35.98098,137.18178,50.0,HUMAN_OBSERVATION,2023-06-20
Macropus giganteus,-18.692073,145.058675,50.0,HUMAN_OBSERVATION,2020-03-25
Macropus giganteus,-18.2058,144.57412,100.0,OCCURRENCE,2007-01-01
Macropus giganteus,-19.40515,144.17461,100.0,OCCURRENCE,2018-11-16
Macropus giganteus,-19.49193,144.17195,100.0,OCCURRENCE,2022-12-21
Macropus giganteus,-19.93714,144.25614,150.0,OCCURRENCE,
Macropus giganteus,-21.52455,148.03021,100.0,OCCURRENCE,
Macropus giganteus,-17.65614,145.44563,250.0,OCCURRENCE,1998-10-18
Macropus giganteus,-19.11062,146.08367,250.0,OCCURRENCE,1989-11-12
Macropus giganteus,-17.41261,145.34604,100.0,OCCURRENCE,2008-09-25
Macropus giganteus,-19.554448,147.370116,448.0,HUMAN_OBSERVATION,2018-11-14
Macropus giganteus,-19.10076,146.44956,500.0,OCCURRENCE,2001-04-19
Macropus giganteus,-35.136054,138.567123,,HUMAN_OBSERVATION,
Macropus giganteus,-18.44365,145.47635,20.0,OCCURRENCE,2017-10-12
Macropus giganteus,-17.51168,145.28447,100.0,OCCURRENCE,2003-08-27
Macropus giganteus,-21.63258,148.691772,16.0,HUMAN_OBSERVATION,2025-06-03
Macropus giganteus,-21.691304,148.685328,276.0,HUMAN_OBSERVATION,2026-02-12
Macropus giganteus,-18.63784,145.2381,100.0,OCCURRENCE,2007-12-30
Macropus giganteus,-16.984046,145.416388,,HUMAN_OBSERVATION,2023-02-14
Macropus giganteus,-20.08997,145.52211,100.0,OCCURRENCE,2011-09-01
Macropus giganteus,-18.25456,145.32667,50.0,OCCURRENCE,
Macropus giganteus,-20.924763,149.049392,4.0,HUMAN_OBSERVATION,2024-06-24
Macropus giganteus,-18.68949,144.70693,100.0,OCCURRENCE,2009-09-26
Macropus giganteus,-19.491702,147.049857,31.0,HUMAN_OBSERVATION,2020-11-29
Macropus giganteus,-17.15059,145.55474,100.0,OCCURRENCE,
Macropus giganteus,-18.63583,145.23577,100.0,OCCURRENCE,2007-12-30
Macropus giganteus,-16.934072,145.351611,,HUMAN_OBSERVATION,2016-07-20
Macropus giganteus,-16.49204,145.06277,100.0,OCCURRENCE,2016-08-09
Macropus giganteus,-17.54044,145.30893,50.0,OCCURRENCE,2010-07-20
Macropus giganteus,-35.052762,138.513639,,HUMAN_OBSERVATION,2024-12-13
Macropus giganteus,-32.206436,138.03145,20.0,HUMAN_OBSERVATION,2023-04-09
Macropus giganteus,-20.51049,148.67351,750.0,OCCURRENCE,1982-01-01
Macropus giganteus,-17.61802,145.30253,100.0,OCCURRENCE,2008-02-05
Macropus giganteus,-19.73831,146.62621,20.0,OCCURRENCE,2011-09-22
Macropus giganteus,-18.20957,144.57201,100.0,OCCURRENCE,2006-10-15
Macropus giganteus,-21.00558,145.99594,50.0,OCCURRENCE,2011-08-01
Macropus giganteus,-17.54026,145.47973,100.0,OCCURRENCE,
Macropus giganteus,-18.3079,145.34917,50.0,OCCURRENCE,2002-09-02
Macropus giganteus,-21.357353,148.11847,4.0,HUMAN_OBSERVATION,2026-02-12
Macropus giganteus,-19.09906,146.11205,,HUMAN_OBSERVATION,2014-05-07
Macropus giganteus,-20.924688,149.049606,4.0,HUMAN_OBSERVATION,2023-08-17
Macropus giganteus,-18.44726,145.3123,15.0,OCCURRENCE,2020-09-22
Macropus giganteus,-19.037914,146.422731,,HUMAN_OBSERVATION,2018-04-04
Macropus giganteus,-21.17091,148.898833,15.0,HUMAN_OBSERVATION,2025-10-15
Macropus giganteus,-19.57614,144.06768,,HUMAN_OBSERVATION,
Macropus giganteus,-20.09071,145.42852,100.0,OCCURRENCE,2011-08-30
Macropus giganteus,-17.47905,145.27216,100.0,OCCURRENCE,2008-07-21
Macropus giganteus,-17.53829,145.30773,50.0,OCCURRENCE,2010-09-20
Macropus giganteus,-16.577468,145.188903,31.0,HUMAN_OBSERVATION,2024-02-06
Macropus giganteus,-16.982403,145.416813,,HUMAN_OBSERVATION,2023-06-12
Macropus giganteus,-20.88184,145.02847,100.0,OCCURRENCE,
Macropus giganteus,-19.332219,146.734304,500.0,HUMAN_OBSERVATION,2018-10-26
Macropus giganteus,-20.924775,149.049361,3.0,HUMAN_OBSERVATION,2026-04-25
Macropus giganteus,-18.176405,144.63727,5.0,HUMAN_OBSERVATION,2019-12-29
Macropus giganteus,-14.99547,143.54246,100.0,OCCURRENCE,1993-05-24
Macropus giganteus,-18.26595,145.32056,50.0,OCCURRENCE,
Macropus giganteus,-18.202462,144.572124,206.0,HUMAN_OBSERVATION,2011-10-14
Macropus giganteus,-18.20901,144.56952,100.0,OCCURRENCE,2007-01-01
Macropus giganteus,-18.91054,143.53278,100.0,OCCURRENCE,
Macropus giganteus,-18.201238,144.572205,3.0,HUMAN_OBSERVATION,2025-10-21
Macropus giganteus,-17.54023,145.30967,100.0,OCCURRENCE,2011-12-27
Macropus giganteus,-18.22587,144.67123,100.0,OCCURRENCE,2006-12-31
Macropus giganteus,-34.966687,138.696845,,HUMAN_OBSERVATION,2017-03-22
Macropus giganteus,-17.53764,145.30723,100.0,OCCURRENCE,2007-06-12
Macropus giganteus,-21.33621,148.48955,100.0,OCCURRENCE,
Macropus giganteus,-20.092396,148.500289,207.0,HUMAN_OBSERVATION,2026-05-16
Macropus giganteus,-19.47091,144.16075,20.0,OCCURRENCE,2009-05-28
Macropus giganteus,-15.6902,145.0276,100.0,OCCURRENCE,2019-03-01
Macropus giganteus,-35.096259,138.803515,,HUMAN_OBSERVATION,2019-04-29
Macropus giganteus,-14.99047,143.55779,100.0,OCCURRENCE,1993-05-23
Macropus giganteus,-32.721103,138.106034,50.0,HUMAN_OBSERVATION,2025-08-09
Macropus giganteus,-17.48886,145.27973,100.0,OCCURRENCE,2008-09-05
Macropus giganteus,-21.62364,146.84342,100.0,OCCURRENCE,
Macropus giganteus,-17.62388,145.43528,33.0,OCCURRENCE,
Macropus giganteus,-17.58385,145.43516,100.0,OCCURRENCE,
Macropus giganteus,-21.53677,147.0425,250.0,OCCURRENCE,2005-08-07
Macropus giganteus,-17.53985,145.30879,100.0,OCCURRENCE,2005-05-11
Macropus giganteus,-21.677078,149.441793,15.0,HUMAN_OBSERVATION,2026-08-04
Macropus giganteus,-20.1354,145.44159,100.0,OCCURRENCE,2011-08-30
Macropus giganteus,-19.50862,144.18026,20.0,OCCURRENCE,2009-05-28
Macropus giganteus,-35.105594,139.269639,1132.0,HUMAN_OBSERVATION,2022-07-05
Macropus giganteus,-17.86832,145.14945,33.0,OCCURRENCE,
Macropus giganteus,-20.37777,148.41723,300.0,OCCURRENCE,1994-04-01
Macropus giganteus,-20.925082,149.048305,8.0,HUMAN_OBSERVATION,2022-10-08
