series,samplePointCount,sourceFile,year,month,monthName,temperatureC,precipitationMm,validTemperaturePointCount,validRainfallPointCount
koala,300,cleaned_marsupials_maplibre_koala.geojson,2023,3,Mar,22.3,112.2,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2023,4,Apr,17.8,86.0,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2023,5,May,13.5,48.9,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2023,6,Jun,12.6,21.2,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2023,7,Jul,12.6,29.1,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2023,8,Aug,14.1,31.7,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2023,9,Sep,16.5,17.6,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2023,10,Oct,18.5,60.7,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2023,11,Nov,20.2,128.1,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2023,12,Dec,23.1,108.3,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2024,1,Jan,23.8,146.4,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2024,2,Feb,23.7,120.5,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2024,3,Mar,21.6,89.6,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2024,4,Apr,18.5,184.7,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2024,5,May,15.3,130.7,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2024,6,Jun,12.2,85.9,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2024,7,Jul,12.0,73.3,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2024,8,Aug,15.2,81.6,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2024,9,Sep,16.0,100.0,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2024,10,Oct,18.0,70.5,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2024,11,Nov,21.5,122.2,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2024,12,Dec,23.3,83.8,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2025,1,Jan,22.9,173.9,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2025,2,Feb,22.9,70.5,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2025,3,Mar,22.1,270.9,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2025,4,Apr,19.0,154.1,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2025,5,May,16.3,279.4,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2025,6,Jun,12.1,38.9,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2025,7,Jul,12.0,103.4,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2025,8,Aug,13.0,178.8,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2025,9,Sep,16.1,44.7,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2025,10,Oct,19.8,54.6,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2025,11,Nov,20.9,77.3,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2025,12,Dec,21.9,73.7,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2026,1,Jan,23.2,96.1,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2026,2,Feb,23.2,92.3,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2026,3,Mar,21.6,99.5,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2026,4,Apr,18.5,47.5,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2026,5,May,16.7,191.6,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2026,6,Jun,14.0,53.9,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2026,7,Jul,12.6,52.0,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2020,1,Jan,21.7,79.0,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2020,2,Feb,20.4,181.7,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2020,3,Mar,17.9,85.4,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2020,4,Apr,15.1,90.2,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2020,5,May,11.4,65.8,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2020,6,Jun,9.8,54.9,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2020,7,Jul,9.4,108.4,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2020,8,Aug,9.7,91.3,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2020,9,Sep,12.9,47.3,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2020,10,Oct,15.2,121.8,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2020,11,Nov,18.6,49.3,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2020,12,Dec,18.4,112.5,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2021,1,Jan,20.1,101.9,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2021,2,Feb,19.4,78.2,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2021,3,Mar,17.7,189.1,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2021,4,Apr,14.6,32.8,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2021,5,May,12.1,93.3,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2021,6,Jun,9.9,97.9,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2021,7,Jul,9.2,76.9,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2021,8,Aug,10.5,70.4,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2021,9,Sep,12.3,79.7,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2021,10,Oct,14.0,92.8,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2021,11,Nov,15.8,155.4,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2021,12,Dec,18.5,86.2,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2022,1,Jan,21.6,129.7,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2022,2,Feb,19.8,121.4,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2022,3,Mar,18.8,205.6,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2022,4,Apr,16.0,115.2,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2022,5,May,12.4,84.0,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2022,6,Jun,9.1,56.6,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2022,7,Jul,8.9,124.2,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2022,8,Aug,10.4,95.2,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2022,9,Sep,11.9,112.4,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2022,10,Oct,14.4,176.9,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2022,11,Nov,15.2,95.8,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2022,12,Dec,17.4,58.8,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2023,1,Jan,20.5,71.8,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2023,2,Feb,20.2,57.3,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2023,3,Mar,19.1,77.8,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2023,4,Apr,15.0,78.9,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2023,5,May,10.9,58.1,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2023,6,Jun,10.1,65.2,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2023,7,Jul,10.0,36.3,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2023,8,Aug,11.1,41.8,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2023,9,Sep,13.9,24.3,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2023,10,Oct,14.9,72.7,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2023,11,Nov,17.7,109.4,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2023,12,Dec,20.1,118.6,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2024,1,Jan,21.2,111.1,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2024,2,Feb,21.3,54.7,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2024,3,Mar,19.7,35.2,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2024,4,Apr,15.1,115.3,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2024,5,May,12.5,77.7,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2024,6,Jun,9.3,89.5,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2024,7,Jul,9.1,85.2,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2024,8,Aug,12.2,47.9,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2024,9,Sep,12.8,65.6,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2024,10,Oct,15.1,50.2,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2024,11,Nov,18.9,81.0,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2024,12,Dec,20.6,61.9,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2025,1,Jan,21.2,95.2,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2025,2,Feb,21.3,65.0,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2025,3,Mar,20.4,113.0,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2025,4,Apr,16.9,75.0,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2025,5,May,13.2,103.0,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2025,6,Jun,9.1,62.0,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2025,7,Jul,9.3,110.2,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2025,8,Aug,10.2,112.8,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2025,9,Sep,12.8,52.1,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2025,10,Oct,15.6,54.5,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2025,11,Nov,16.8,88.4,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2025,12,Dec,18.9,53.8,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2026,1,Jan,21.8,72.9,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2026,2,Feb,21.1,72.5,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2026,3,Mar,19.2,93.4,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2026,4,Apr,15.8,29.0,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2026,5,May,13.9,99.3,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2026,6,Jun,11.5,78.1,300,300
swamp-wallaby,300,cleaned_marsupials_maplibre_swamp-wallaby.geojson,2026,7,Jul,9.8,63.7,300,300
