series,samplePointCount,sourceFile,year,month,monthName,temperatureC,precipitationMm,validTemperaturePointCount,validRainfallPointCount
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2022,10,Oct,13.6,180.6,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2022,11,Nov,14.2,105.3,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2022,12,Dec,16.4,61.5,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2023,1,Jan,19.6,89.8,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2023,2,Feb,19.5,47.2,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2023,3,Mar,18.4,82.5,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2023,4,Apr,13.9,82.1,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2023,5,May,9.7,51.0,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2023,6,Jun,9.1,53.6,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2023,7,Jul,9.0,30.3,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2023,8,Aug,10.1,45.8,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2023,9,Sep,13.1,24.8,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2023,10,Oct,14.1,73.6,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2023,11,Nov,17.1,132.4,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2023,12,Dec,19.5,136.4,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2024,1,Jan,20.4,103.8,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2024,2,Feb,20.4,58.0,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2024,3,Mar,18.8,37.1,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2024,4,Apr,14.1,116.0,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2024,5,May,11.3,90.9,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2024,6,Jun,8.3,111.2,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2024,7,Jul,8.0,76.2,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2024,8,Aug,11.1,40.3,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2024,9,Sep,11.8,56.6,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2024,10,Oct,14.1,40.7,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2024,11,Nov,18.3,83.2,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2024,12,Dec,20.0,59.7,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2025,1,Jan,20.2,105.3,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2025,2,Feb,20.4,74.3,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2025,3,Mar,19.6,86.3,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2025,4,Apr,15.8,71.4,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2025,5,May,12.1,95.7,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2025,6,Jun,7.8,51.4,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2025,7,Jul,8.2,124.4,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2025,8,Aug,9.2,105.1,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2025,9,Sep,12.0,64.7,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2025,10,Oct,14.7,44.9,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2025,11,Nov,16.1,76.7,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2025,12,Dec,18.4,54.2,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2026,1,Jan,20.9,92.7,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2026,2,Feb,20.4,78.9,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2026,3,Mar,18.5,107.9,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2026,4,Apr,14.6,20.5,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2026,5,May,12.9,85.8,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2026,6,Jun,10.5,61.1,300,300
common-wombat,300,cleaned_marsupials_maplibre_common-wombat.geojson,2026,7,Jul,8.7,55.5,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2020,1,Jan,23.9,68.6,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2020,2,Feb,21.9,218.0,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2020,3,Mar,18.9,100.1,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2020,4,Apr,16.2,68.4,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2020,5,May,12.1,46.7,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2020,6,Jun,10.4,44.2,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2020,7,Jul,10.0,108.2,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2020,8,Aug,10.2,88.7,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2020,9,Sep,13.9,37.5,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2020,10,Oct,16.6,98.1,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2020,11,Nov,19.7,53.0,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2020,12,Dec,20.1,138.2,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2021,1,Jan,21.4,92.0,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2021,2,Feb,20.7,111.3,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2021,3,Mar,18.8,241.5,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2021,4,Apr,15.2,26.6,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2021,5,May,12.7,73.8,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2021,6,Jun,10.2,75.1,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2021,7,Jul,9.6,50.6,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2021,8,Aug,11.0,54.1,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2021,9,Sep,13.1,50.6,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2021,10,Oct,15.3,79.7,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2021,11,Nov,17.1,177.7,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2021,12,Dec,19.9,92.9,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2022,1,Jan,22.4,131.5,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2022,2,Feb,20.8,129.7,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2022,3,Mar,19.7,256.8,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2022,4,Apr,16.8,112.1,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2022,5,May,13.3,89.8,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2022,6,Jun,9.4,24.2,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2022,7,Jul,9.5,148.6,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2022,8,Aug,11.1,74.4,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2022,9,Sep,12.8,114.1,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2022,10,Oct,15.5,174.9,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2022,11,Nov,16.3,83.0,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2022,12,Dec,18.4,43.3,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2023,1,Jan,21.6,86.4,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2023,2,Feb,21.5,58.3,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2023,3,Mar,20.7,86.3,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2023,4,Apr,15.8,76.2,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2023,5,May,11.3,31.0,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2023,6,Jun,10.5,34.6,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2023,7,Jul,10.5,22.9,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2023,8,Aug,11.7,32.7,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2023,9,Sep,14.7,14.8,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2023,10,Oct,16.4,45.8,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2023,11,Nov,19.2,116.0,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2023,12,Dec,21.9,104.2,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2024,1,Jan,22.7,104.1,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2024,2,Feb,22.7,74.1,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2024,3,Mar,20.7,50.3,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2024,4,Apr,16.1,127.9,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2024,5,May,13.1,96.6,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2024,6,Jun,9.8,83.4,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2024,7,Jul,9.7,56.3,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2024,8,Aug,12.8,40.9,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2024,9,Sep,13.7,48.2,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2024,10,Oct,16.2,39.0,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2024,11,Nov,20.5,76.4,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2024,12,Dec,22.3,60.8,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2025,1,Jan,22.4,112.0,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2025,2,Feb,22.3,63.2,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2025,3,Mar,21.5,120.1,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2025,4,Apr,17.5,79.3,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2025,5,May,14.0,140.8,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2025,6,Jun,9.4,32.8,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2025,7,Jul,9.7,93.4,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2025,8,Aug,10.8,111.9,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2025,9,Sep,13.8,51.2,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2025,10,Oct,17.3,34.2,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2025,11,Nov,18.8,55.4,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2025,12,Dec,20.8,47.4,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2026,1,Jan,23.1,72.8,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2026,2,Feb,22.7,65.3,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2026,3,Mar,20.5,94.5,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2026,4,Apr,16.5,18.6,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2026,5,May,14.6,109.3,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2026,6,Jun,12.0,49.2,300,300
eastern-grey-kangaroo,300,cleaned_marsupials_maplibre_eastern-grey-kangaroo.geojson,2026,7,Jul,10.2,36.9,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2020,1,Jan,21.0,119.3,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2020,2,Feb,18.8,216.7,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2020,3,Mar,16.0,101.9,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2020,4,Apr,13.2,110.1,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2020,5,May,9.2,62.8,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2020,6,Jun,7.7,65.1,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2020,7,Jul,7.4,100.0,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2020,8,Aug,7.5,107.9,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2020,9,Sep,11.1,53.2,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2020,10,Oct,13.7,117.9,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2020,11,Nov,17.1,55.4,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2020,12,Dec,17.2,164.3,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2021,1,Jan,18.5,120.0,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2021,2,Feb,17.8,103.0,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2021,3,Mar,15.9,209.7,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2021,4,Apr,12.5,41.1,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2021,5,May,9.9,84.5,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2021,6,Jun,7.6,116.0,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2021,7,Jul,6.9,95.4,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2021,8,Aug,8.4,71.7,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2021,9,Sep,10.4,87.7,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2021,10,Oct,12.5,107.7,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2021,11,Nov,14.3,216.5,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2021,12,Dec,17.2,119.0,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2022,1,Jan,20.0,149.2,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2022,2,Feb,17.9,131.8,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2022,3,Mar,16.9,213.7,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2022,4,Apr,14.0,102.8,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2022,5,May,10.6,90.7,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2022,6,Jun,6.6,67.4,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2022,7,Jul,6.7,117.6,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2022,8,Aug,8.2,122.2,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2022,9,Sep,9.9,136.9,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2022,10,Oct,12.6,193.0,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2022,11,Nov,13.2,123.3,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2022,12,Dec,15.6,65.4,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2023,1,Jan,19.1,90.2,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2023,2,Feb,18.7,55.9,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2023,3,Mar,17.8,116.4,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2023,4,Apr,12.9,80.7,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2023,5,May,8.6,52.1,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2023,6,Jun,7.8,76.6,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2023,7,Jul,7.8,38.4,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2023,8,Aug,9.2,48.0,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2023,9,Sep,12.2,25.5,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2023,10,Oct,13.3,86.1,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2023,11,Nov,16.4,127.0,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2023,12,Dec,18.9,118.7,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2024,1,Jan,19.9,139.2,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2024,2,Feb,19.9,64.9,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2024,3,Mar,18.0,49.2,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2024,4,Apr,13.3,114.2,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2024,5,May,10.6,88.8,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2024,6,Jun,7.2,76.0,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2024,7,Jul,6.8,105.9,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2024,8,Aug,10.3,50.5,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2024,9,Sep,10.8,73.0,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2024,10,Oct,13.4,66.3,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2024,11,Nov,17.6,100.9,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2024,12,Dec,19.4,69.1,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2025,1,Jan,19.6,130.3,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2025,2,Feb,19.6,75.3,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2025,3,Mar,18.6,182.3,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2025,4,Apr,14.7,81.4,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2025,5,May,11.4,145.3,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2025,6,Jun,7.0,56.7,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2025,7,Jul,7.1,125.2,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2025,8,Aug,8.1,112.8,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2025,9,Sep,10.8,45.8,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2025,10,Oct,14.3,59.9,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2025,11,Nov,15.5,108.5,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2025,12,Dec,17.7,72.9,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2026,1,Jan,20.5,75.8,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2026,2,Feb,19.9,77.1,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2026,3,Mar,17.9,88.1,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2026,4,Apr,14.1,26.1,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2026,5,May,12.0,121.2,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2026,6,Jun,9.4,80.5,300,300
greater-glider,300,cleaned_marsupials_maplibre_greater-glider.geojson,2026,7,Jul,7.6,73.5,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2020,1,Jan,24.5,131.5,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2020,2,Feb,22.9,379.5,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2020,3,Mar,20.5,129.3,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2020,4,Apr,18.4,50.7,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2020,5,May,14.4,63.7,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2020,6,Jun,12.8,73.0,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2020,7,Jul,12.3,109.7,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2020,8,Aug,12.6,58.2,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2020,9,Sep,16.0,35.3,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2020,10,Oct,18.3,99.3,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2020,11,Nov,20.7,35.7,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2020,12,Dec,21.8,285.6,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2021,1,Jan,22.2,140.7,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2021,2,Feb,21.9,190.0,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2021,3,Mar,20.5,390.0,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2021,4,Apr,17.2,79.0,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2021,5,May,14.9,92.6,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2021,6,Jun,12.2,61.9,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2021,7,Jul,11.9,49.6,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2021,8,Aug,13.4,41.7,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2021,9,Sep,15.3,40.3,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2021,10,Oct,17.9,109.3,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2021,11,Nov,19.0,176.3,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2021,12,Dec,21.2,138.1,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2022,1,Jan,22.8,153.2,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2022,2,Feb,21.6,312.1,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2022,3,Mar,20.8,435.0,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2022,4,Apr,18.7,141.3,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2022,5,May,16.0,149.9,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2022,6,Jun,11.6,20.5,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2022,7,Jul,11.7,219.6,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2022,8,Aug,13.0,46.0,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2022,9,Sep,15.0,148.4,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2022,10,Oct,17.4,187.4,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2022,11,Nov,18.3,50.2,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2022,12,Dec,19.7,57.3,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2023,1,Jan,22.2,103.8,300,300
koala,300,cleaned_marsupials_maplibre_koala.geojson,2023,2,Feb,22.6,77.2,300,300
